vendor_id,year_month,risk_score,delivery_score,dispute_score,quality_score,overall_trend
V279,2025-07,20.3,84.6,12.1,82.0,decreasing
V279,2025-08,20.0,81.6,14.7,72.4,decreasing
V279,2025-09,17.8,76.8,6.4,68.6,decreasing
V279,2025-10,12.4,85.5,10.8,80.9,decreasing
V279,2025-11,11.0,79.1,2.6,77.3,decreasing
V275,2025-01,14.2,78.6,9.4,94.3,stable
V275,2025-01,18.0,78.5,8.1,86.8,stable
V275,2025-03,16.6,82.3,5.3,87.4,stable
V275,2025-04,13.5,83.5,10.5,97.2,stable
V275,2025-05,16.0,83.8,12.5,82.1,stable
V275,2025-05,13.3,85.3,3.3,95.1,stable
V275,2025-06,16.6,88.4,8.5,74.5,stable
V275,2025-07,12.0,83.7,3.8,78.3,stable
V275,2025-08,15.7,83.7,10.5,71.2,stable
V275,2025-09,13.6,82.5,4.0,77.4,stable
V275,2025-10,15.8,91.0,12.5,77.3,stable
V275,2025-11,13.3,85.5,3.0,95.1,stable
V207,2025-01,79.7,40.0,44.2,50.0,stable
V207,2025-01,78.2,40.0,41.0,50.0,stable
V207,2025-03,77.6,40.0,41.3,50.0,stable
V207,2025-04,76.9,40.0,35.9,50.0,stable
V207,2025-05,78.2,40.0,40.8,50.0,stable
V207,2025-05,76.8,40.0,38.7,50.0,stable
V207,2025-06,76.0,40.0,34.5,50.0,stable
V207,2025-07,77.4,40.0,37.9,50.0,stable
V207,2025-08,75.5,40.0,40.1,50.0,stable
V207,2025-09,75.0,40.0,35.2,50.0,stable
V207,2025-10,74.7,40.0,38.4,50.0,stable
V207,2025-11,72.7,40.0,33.3,50.0,stable
V048,2025-01,21.6,79.1,10.7,76.4,stable
V048,2025-01,20.3,83.5,6.2,91.6,stable
V048,2025-03,18.2,89.1,6.2,79.2,stable
V048,2025-04,22.7,68.7,13.2,91.6,stable
V048,2025-05,19.3,73.4,12.0,72.2,stable
V048,2025-05,17.2,78.0,12.8,80.1,stable
V048,2025-06,22.4,80.4,15.1,89.4,stable
V048,2025-07,17.0,91.5,9.6,70.8,stable
V048,2025-08,17.8,84.2,11.4,95.3,stable
V048,2025-09,17.7,81.8,6.6,72.3,stable
V048,2025-10,20.7,83.9,14.6,79.0,stable
V048,2025-11,22.0,83.9,14.9,66.0,stable
V179,2025-01,79.5,40.0,41.7,50.0,stable
V179,2025-01,81.4,40.0,37.3,50.0,stable
V179,2025-03,83.6,40.0,43.5,50.0,increasing
V179,2025-04,83.5,40.0,37.2,50.0,increasing
V179,2025-05,84.3,40.0,40.1,50.0,increasing
V179,2025-05,82.9,40.0,36.8,50.0,increasing
V179,2025-06,85.4,40.0,45.3,50.0,increasing
V179,2025-07,86.9,40.0,45.3,50.0,increasing
V179,2025-08,83.7,40.0,38.6,50.0,increasing
V179,2025-09,84.6,40.0,41.5,50.0,increasing
V179,2025-10,85.4,40.0,41.8,50.0,increasing
V179,2025-11,89.5,40.0,46.9,50.0,increasing
V114,2025-01,60.0,40.7,30.7,53.6,stable
V114,2025-01,56.3,45.9,31.1,50.0,stable
V114,2025-03,55.2,40.0,29.9,53.0,stable
V114,2025-04,53.5,44.6,25.5,50.0,stable
V114,2025-05,58.7,48.8,25.5,50.0,stable
V114,2025-05,58.4,40.0,31.2,55.1,stable
V114,2025-06,53.4,46.1,30.8,50.0,stable
V114,2025-07,57.0,40.0,28.7,50.0,stable
V114,2025-08,53.7,40.0,31.0,50.0,stable
V114,2025-09,55.8,51.9,25.3,50.0,stable
V114,2025-10,54.0,46.8,24.6,50.0,stable
V114,2025-11,52.6,41.0,25.6,58.0,stable
V110,2025-01,39.3,63.4,19.8,64.4,stable
V110,2025-01,36.7,67.7,18.8,70.4,stable
V110,2025-03,36.5,56.8,16.0,73.9,decreasing
V110,2025-04,33.1,72.2,19.3,75.2,decreasing
V110,2025-05,35.3,71.9,19.9,52.2,decreasing
V110,2025-05,30.5,74.4,16.6,57.0,decreasing
V110,2025-06,31.9,67.7,19.0,66.3,decreasing
V110,2025-07,31.4,71.5,11.3,72.5,decreasing
V110,2025-08,30.2,60.3,11.6,65.4,decreasing
V110,2025-09,24.9,67.4,16.6,79.4,decreasing
V110,2025-10,25.5,69.7,8.6,83.9,decreasing
V110,2025-11,22.9,78.7,11.2,76.9,decreasing
V315,2025-01,25.6,74.4,15.7,68.8,stable
V315,2025-01,23.0,77.1,11.2,63.3,stable
V315,2025-03,19.8,83.5,13.7,76.6,decreasing
V315,2025-04,22.5,69.2,13.5,70.7,decreasing
V315,2025-05,18.8,78.7,5.7,78.5,decreasing
V315,2025-05,22.0,78.3,15.9,74.1,decreasing
V315,2025-06,16.7,79.5,5.1,85.6,decreasing
V315,2025-07,20.0,81.0,5.4,79.1,decreasing
V315,2025-08,17.3,77.5,9.7,86.1,decreasing
V315,2025-09,16.9,80.2,13.4,91.3,decreasing
V315,2025-10,18.0,91.0,12.6,82.7,decreasing
V315,2025-11,13.4,77.9,9.7,99.5,decreasing
V322,2025-01,62.7,40.0,31.7,50.0,stable
V322,2025-01,66.0,40.0,36.5,50.0,stable
V322,2025-03,68.1,40.0,38.4,50.0,stable
V322,2025-04,64.9,40.4,32.7,50.0,stable
V322,2025-05,64.4,40.0,27.9,50.0,stable
V322,2025-05,66.7,40.0,30.1,50.0,stable
V322,2025-06,67.2,40.0,32.7,50.0,stable
V322,2025-07,64.9,40.0,34.6,50.0,stable
V322,2025-08,68.0,40.0,31.1,50.0,stable
V322,2025-09,68.5,40.0,38.0,50.0,stable
V322,2025-10,65.8,43.9,31.8,50.0,stable
V322,2025-11,68.7,40.0,38.0,50.0,stable
V185,2025-01,65.2,40.0,29.5,50.0,stable
V185,2025-01,66.6,40.0,35.0,50.0,stable
V185,2025-03,61.7,44.2,34.5,50.0,decreasing
V185,2025-04,64.0,40.0,36.2,50.0,decreasing
V185,2025-05,58.0,40.0,26.4,50.0,decreasing
V185,2025-05,58.2,48.4,26.9,50.0,decreasing
V185,2025-06,54.3,47.9,29.1,50.9,decreasing
V185,2025-07,54.0,41.8,28.4,60.8,decreasing
V185,2025-08,52.1,42.0,23.2,62.0,decreasing
V185,2025-09,53.7,40.2,27.1,50.0,decreasing
V185,2025-10,52.5,40.0,28.5,56.7,decreasing
V185,2025-11,50.4,41.4,27.3,50.0,decreasing
V334,2025-01,71.7,40.0,40.6,50.0,stable
V334,2025-01,73.4,40.0,36.6,50.0,stable
V334,2025-03,78.5,40.0,34.6,50.0,increasing
V334,2025-04,76.7,40.0,34.2,50.0,increasing
V334,2025-05,82.8,40.0,46.0,50.0,increasing
V334,2025-05,80.7,40.0,43.9,50.0,increasing
V334,2025-06,86.2,40.0,38.2,50.0,increasing
V334,2025-07,85.0,40.0,45.6,50.0,increasing
V334,2025-08,87.6,40.0,44.3,50.0,increasing
V334,2025-09,90.5,40.0,47.1,50.0,increasing
V334,2025-10,93.0,40.0,48.8,50.0,increasing
V334,2025-11,94.6,40.0,50.0,50.0,increasing
V428,2025-01,43.8,48.9,17.5,50.6,stable
V428,2025-01,39.3,53.1,19.9,68.8,stable
V428,2025-03,40.6,60.2,17.5,56.3,stable
V428,2025-04,41.6,65.1,21.7,66.1,stable
V428,2025-05,41.1,52.3,22.8,72.1,stable
V428,2025-05,42.2,57.9,16.9,56.3,stable
V428,2025-06,40.5,57.8,16.2,72.5,stable
V428,2025-07,42.6,64.5,19.2,58.0,stable
V428,2025-08,40.8,64.1,23.7,63.1,stable
V428,2025-09,43.0,53.8,21.4,53.9,stable
V428,2025-10,40.8,65.0,15.9,65.0,stable
V428,2025-11,38.8,53.7,22.2,50.0,stable
V486,2025-01,17.3,90.4,7.3,79.6,stable
V486,2025-01,18.8,87.5,12.0,77.8,stable
V486,2025-03,17.5,74.0,13.1,73.9,decreasing
V486,2025-04,17.3,88.1,6.2,77.9,decreasing
V486,2025-05,10.1,88.5,5.5,88.0,decreasing
V486,2025-05,8.6,93.9,4.1,99.3,decreasing
V486,2025-06,10.0,82.9,2.1,90.7,decreasing
V486,2025-07,5.9,99.1,0.0,86.4,decreasing
V486,2025-08,7.9,82.2,4.2,90.5,decreasing
V486,2025-09,5.0,91.0,2.3,100.0,decreasing
V486,2025-10,5.0,100.0,0.0,81.4,decreasing
V486,2025-11,5.0,92.5,4.7,81.6,decreasing
V244,2025-01,59.1,47.3,29.6,55.7,stable
V244,2025-01,62.6,40.0,29.2,50.0,stable
V244,2025-03,64.8,40.0,32.0,50.0,stable
V244,2025-04,64.2,40.0,33.1,50.0,stable
V244,2025-05,65.1,40.0,33.8,50.0,stable
V244,2025-05,64.8,40.0,35.7,50.0,stable
V244,2025-06,64.2,40.7,33.9,50.0,stable
V244,2025-07,64.9,40.0,32.7,50.0,stable
V244,2025-08,64.6,40.0,33.7,50.0,stable
V244,2025-09,60.9,40.4,28.4,50.0,stable
V244,2025-10,65.5,40.0,35.7,50.0,stable
V244,2025-11,66.0,41.8,29.1,50.0,stable
V005,2025-01,44.7,53.9,23.0,69.2,stable
V005,2025-01,40.5,61.9,15.5,61.2,stable
V005,2025-03,41.3,61.5,20.2,56.3,stable
V005,2025-04,45.9,57.0,19.7,50.0,stable
V005,2025-05,44.0,65.9,19.3,59.2,stable
V005,2025-05,42.8,60.5,25.5,61.7,stable
V005,2025-06,46.4,54.0,24.8,55.4,stable
V005,2025-07,41.3,65.1,18.5,50.0,stable
V005,2025-08,43.4,54.7,23.3,71.0,stable
V005,2025-09,46.9,54.4,22.8,50.0,stable
V005,2025-10,46.5,59.2,22.3,61.4,stable
V005,2025-11,45.1,47.8,24.2,50.0,stable
V059,2025-01,62.4,40.0,34.5,50.0,stable
V059,2025-01,64.0,40.0,33.7,50.0,stable
V059,2025-03,63.0,40.0,31.8,50.0,increasing
V059,2025-04,69.1,40.0,32.1,50.0,increasing
V059,2025-05,65.9,40.0,30.3,50.0,increasing
V059,2025-05,67.2,40.0,34.9,50.0,increasing
V059,2025-06,66.6,42.6,33.1,50.0,increasing
V059,2025-07,67.5,40.0,33.1,50.0,increasing
V059,2025-08,73.9,40.0,32.5,50.0,increasing
V059,2025-09,74.2,40.0,32.8,50.0,increasing
V059,2025-10,75.6,40.0,42.5,50.0,increasing
V059,2025-11,72.0,40.0,36.3,50.0,increasing
V178,2025-01,50.6,56.5,23.5,50.0,stable
V178,2025-01,50.7,56.6,25.6,60.5,stable
V178,2025-03,50.8,52.0,26.7,50.0,decreasing
V178,2025-04,46.4,56.4,20.9,65.5,decreasing
V178,2025-05,45.9,56.1,21.9,50.0,decreasing
V178,2025-05,48.0,59.7,26.2,59.9,decreasing
V178,2025-06,43.8,48.8,18.3,50.0,decreasing
V178,2025-07,45.2,59.7,22.5,58.5,decreasing
V178,2025-08,42.3,55.4,16.6,50.0,decreasing
V178,2025-09,42.7,59.3,24.1,50.2,decreasing
V178,2025-10,40.0,60.5,20.3,50.0,decreasing
V178,2025-11,37.8,56.2,16.2,75.3,decreasing
V229,2025-01,53.0,43.9,31.1,50.0,stable
V229,2025-01,55.4,40.0,22.8,55.1,stable
V229,2025-03,57.7,40.0,24.8,50.0,stable
V229,2025-04,52.4,40.0,28.7,50.0,stable
V229,2025-05,55.6,47.8,24.1,50.0,stable
V229,2025-05,56.1,40.8,24.3,50.0,stable
V229,2025-06,53.2,50.1,24.6,50.0,stable
V229,2025-07,53.2,56.0,30.2,50.0,stable
V229,2025-08,53.9,44.0,27.0,60.3,stable
V229,2025-09,53.7,41.8,31.8,50.0,stable
V229,2025-10,54.5,40.5,23.3,50.0,stable
V229,2025-11,54.1,40.0,26.7,54.7,stable
V124,2025-01,77.5,40.0,40.1,50.0,stable
V124,2025-01,80.5,40.0,43.5,50.0,stable
V124,2025-03,74.4,40.0,41.9,50.0,decreasing
V124,2025-04,74.7,40.0,37.2,50.0,decreasing
V124,2025-05,73.1,40.0,35.8,50.0,decreasing
V124,2025-05,72.9,40.0,40.2,50.0,decreasing
V124,2025-06,66.8,40.0,31.6,50.0,decreasing
V124,2025-07,65.3,40.0,37.2,50.0,decreasing
V124,2025-08,66.7,40.0,35.6,50.0,decreasing
V124,2025-09,64.2,45.7,31.7,50.0,decreasing
V124,2025-10,60.7,48.1,27.7,50.0,decreasing
V124,2025-11,61.1,40.0,33.5,50.0,decreasing
V125,2025-01,12.5,94.3,3.1,91.4,stable
V125,2025-01,14.0,79.2,11.9,91.4,stable
V125,2025-03,16.0,74.3,6.4,98.7,stable
V125,2025-04,17.7,86.0,7.9,71.8,stable
V125,2025-05,12.5,90.5,10.6,74.6,stable
V125,2025-05,15.5,81.0,6.8,83.2,stable
V125,2025-06,15.7,75.1,8.8,92.5,stable
V125,2025-07,13.8,84.8,8.0,79.9,stable
V125,2025-08,15.5,74.8,4.3,96.3,stable
V125,2025-09,12.4,84.2,1.6,90.7,stable
V125,2025-10,16.6,86.6,8.7,97.6,stable
V125,2025-11,15.9,88.0,8.0,77.9,stable
V454,2025-01,30.0,74.7,15.1,73.9,stable
V454,2025-01,32.1,63.6,15.6,69.3,stable
V454,2025-03,31.2,75.0,19.7,74.7,stable
V454,2025-04,31.3,65.8,12.5,80.5,stable
V454,2025-05,31.3,66.5,12.6,76.7,stable
V454,2025-05,33.1,57.4,17.7,60.2,stable
V454,2025-06,34.1,75.2,12.7,69.8,stable
V454,2025-07,35.4,64.5,18.0,61.1,stable
V454,2025-08,30.7,71.7,19.5,69.4,stable
V454,2025-09,34.4,58.7,20.5,60.2,stable
V454,2025-10,33.8,66.1,19.4,75.0,stable
V454,2025-11,33.7,69.9,11.9,70.6,stable
V459,2025-01,43.6,47.0,25.8,52.2,stable
V459,2025-01,47.7,49.9,25.0,57.9,stable
V459,2025-03,44.9,45.7,18.7,50.0,stable
V459,2025-04,44.4,61.1,20.6,51.8,stable
V459,2025-05,42.4,66.3,20.1,60.4,stable
V459,2025-05,41.8,55.2,24.1,52.0,stable
V459,2025-06,44.2,58.5,18.4,56.8,stable
V459,2025-07,43.6,51.8,20.7,67.4,stable
V459,2025-08,45.0,48.8,27.1,67.7,stable
V459,2025-09,45.2,51.6,19.2,50.0,stable
V459,2025-10,43.4,53.2,22.0,51.7,stable
V459,2025-11,45.0,54.7,26.6,50.3,stable
V358,2025-01,38.7,55.8,21.3,56.6,stable
V358,2025-01,37.4,66.3,14.7,73.4,stable
V358,2025-03,40.2,52.0,22.2,55.9,increasing
V358,2025-04,35.4,67.5,17.9,78.3,increasing
V358,2025-05,41.7,59.4,16.0,52.9,increasing
V358,2025-05,39.7,63.9,23.1,52.0,increasing
V358,2025-06,38.7,63.9,15.6,66.6,increasing
V358,2025-07,41.4,60.2,25.0,50.0,increasing
V358,2025-08,41.9,57.7,16.4,58.7,increasing
V358,2025-09,44.0,57.6,19.7,50.0,increasing
V358,2025-10,45.6,48.6,20.9,50.0,increasing
V358,2025-11,44.1,52.5,20.3,50.0,increasing
V277,2025-01,35.3,63.1,19.9,78.2,stable
V277,2025-01,34.7,71.3,16.8,59.9,stable
V277,2025-03,34.2,68.2,21.6,55.3,stable
V277,2025-04,39.4,66.6,17.5,68.7,stable
V277,2025-05,34.8,70.7,14.2,61.7,stable
V277,2025-05,37.5,72.4,20.7,63.2,stable
V277,2025-06,37.8,64.3,22.2,69.9,stable
V277,2025-07,34.5,62.7,14.6,65.9,stable
V277,2025-08,37.9,67.4,18.0,73.8,stable
V277,2025-09,40.3,60.9,24.3,68.0,stable
V277,2025-10,37.2,71.9,22.2,65.3,stable
V277,2025-11,37.3,67.8,19.0,56.1,stable
V198,2025-01,35.0,61.7,19.9,70.1,stable
V198,2025-01,35.0,61.8,18.4,78.9,stable
V198,2025-03,35.3,61.0,19.8,68.1,decreasing
V198,2025-04,30.3,62.2,19.8,82.0,decreasing
V198,2025-05,33.8,72.4,16.2,61.1,decreasing
V198,2025-05,27.6,79.4,17.6,58.7,decreasing
V198,2025-06,30.4,67.1,12.5,74.0,decreasing
V198,2025-07,25.7,83.5,9.2,85.6,decreasing
V198,2025-08,28.4,78.2,17.2,82.7,decreasing
V198,2025-09,22.3,67.8,9.5,63.7,decreasing
V198,2025-10,21.8,80.8,11.5,68.6,decreasing
V198,2025-11,20.0,76.1,13.5,80.8,decreasing
V132,2025-01,67.0,40.0,33.5,50.0,stable
V132,2025-01,67.0,40.0,33.0,50.0,stable
V132,2025-03,63.8,45.2,33.3,50.0,stable
V132,2025-04,61.2,40.0,30.8,50.0,stable
V132,2025-05,62.2,40.0,28.2,51.5,stable
V132,2025-05,64.4,41.7,28.9,50.0,stable
V132,2025-06,66.2,40.0,30.0,50.0,stable
V132,2025-07,62.6,40.0,34.7,50.0,stable
V132,2025-08,63.2,40.0,30.4,50.0,stable
V132,2025-09,62.0,40.0,28.6,50.0,stable
V132,2025-10,65.8,40.0,28.2,50.0,stable
V132,2025-11,64.4,40.0,28.1,50.0,stable
V145,2025-01,36.9,68.0,17.1,66.9,stable
V145,2025-01,37.9,59.7,22.6,75.4,stable
V145,2025-03,36.9,65.4,18.6,71.3,stable
V145,2025-04,39.0,60.1,23.5,62.6,stable
V145,2025-05,39.3,58.5,20.2,51.1,stable
V145,2025-05,37.6,54.8,18.5,50.0,stable
V145,2025-06,39.1,54.9,22.4,67.8,stable
V145,2025-07,40.5,62.6,24.9,73.2,stable
V145,2025-08,40.5,56.1,17.0,61.8,stable
V145,2025-09,38.3,64.0,21.6,73.2,stable
V145,2025-10,40.6,64.0,23.3,64.1,stable
V145,2025-11,38.4,64.4,16.6,63.1,stable
V496,2025-01,44.2,65.1,25.0,66.5,stable
V496,2025-01,44.3,52.2,26.5,50.0,stable
V496,2025-03,40.8,63.7,20.0,66.6,decreasing
V496,2025-04,42.0,51.2,19.9,50.4,decreasing
V496,2025-05,38.2,58.5,22.7,64.2,decreasing
V496,2025-05,42.8,57.2,23.5,50.0,decreasing
V496,2025-06,41.4,60.6,24.2,61.0,decreasing
V496,2025-07,35.1,66.3,17.0,54.8,decreasing
V496,2025-08,36.1,67.2,19.0,71.7,decreasing
V496,2025-09,38.6,65.8,16.4,67.7,decreasing
V496,2025-10,37.0,55.7,23.0,76.3,decreasing
V496,2025-11,34.2,58.4,12.4,71.0,decreasing
V192,2025-01,26.4,79.4,16.8,75.1,stable
V192,2025-01,23.3,84.3,9.3,78.3,stable
V192,2025-03,24.3,84.5,16.0,76.3,decreasing
V192,2025-04,22.0,79.4,9.5,69.4,decreasing
V192,2025-05,21.7,82.4,9.6,78.7,decreasing
V192,2025-05,16.7,86.1,7.3,70.2,decreasing
V192,2025-06,18.9,86.1,14.4,89.2,decreasing
V192,2025-07,13.4,82.2,4.7,99.3,decreasing
V192,2025-08,14.4,91.9,10.7,87.9,decreasing
V192,2025-09,9.4,81.9,8.1,80.4,decreasing
V192,2025-10,8.4,96.2,8.2,100.0,decreasing
V192,2025-11,5.5,87.4,3.5,100.0,decreasing
V476,2025-01,57.8,41.7,30.4,50.0,stable
V476,2025-01,57.7,44.5,25.8,50.0,stable
V476,2025-03,59.6,40.0,26.9,50.0,increasing
V476,2025-04,58.2,51.2,25.5,50.0,increasing
V476,2025-05,59.0,40.0,26.6,50.0,increasing
V476,2025-05,62.8,41.2,31.0,50.0,increasing
V476,2025-06,63.2,40.0,32.6,50.0,increasing
V476,2025-07,60.3,40.0,29.2,50.0,increasing
V476,2025-08,61.4,40.0,32.9,50.0,increasing
V476,2025-09,65.2,40.0,36.8,50.0,increasing
V476,2025-10,67.0,40.0,34.7,50.0,increasing
V476,2025-11,62.1,40.0,30.4,50.0,increasing
V291,2025-01,16.9,86.4,6.5,83.7,stable
V291,2025-01,14.7,91.0,4.1,73.0,stable
V291,2025-03,14.7,86.5,6.3,86.1,increasing
V291,2025-04,20.8,86.4,11.2,74.0,increasing
V291,2025-05,16.9,85.0,7.2,68.6,increasing
V291,2025-05,21.8,72.1,14.4,93.1,increasing
V291,2025-06,19.7,77.9,12.8,89.6,increasing
V291,2025-07,22.8,67.2,15.7,83.7,increasing
V291,2025-08,22.6,74.3,14.1,79.9,increasing
V291,2025-09,24.9,80.7,9.7,73.8,increasing
V291,2025-10,21.5,72.3,15.1,80.0,increasing
V291,2025-11,24.7,73.1,15.0,64.2,increasing
V250,2025-01,20.3,85.2,5.4,94.4,stable
V250,2025-01,20.8,77.6,9.0,69.0,stable
V250,2025-03,16.9,83.0,4.1,86.1,stable
V250,2025-04,16.2,88.2,12.7,81.8,stable
V250,2025-05,21.2,69.2,7.9,67.6,stable
V250,2025-05,18.0,85.0,13.0,77.3,stable
V250,2025-06,18.2,89.1,12.4,87.4,stable
V250,2025-07,20.7,73.7,12.5,72.9,stable
V250,2025-08,18.6,73.9,10.5,93.6,stable
V250,2025-09,19.8,80.1,14.1,84.4,stable
V250,2025-10,19.9,88.0,8.0,67.1,stable
V250,2025-11,20.6,83.0,15.3,75.6,stable
V023,2025-01,67.5,40.0,30.1,50.0,stable
V023,2025-01,66.9,40.0,28.9,50.0,stable
V023,2025-03,62.9,42.8,27.7,50.0,decreasing
V023,2025-04,65.1,40.0,31.7,50.0,decreasing
V023,2025-05,61.0,40.0,34.9,50.0,decreasing
V023,2025-05,58.9,40.0,24.6,50.0,decreasing
V023,2025-06,58.8,40.0,25.5,50.0,decreasing
V023,2025-07,57.8,40.0,27.3,50.0,decreasing
V023,2025-08,51.2,49.0,24.7,50.0,decreasing
V023,2025-09,49.1,55.2,22.8,65.0,decreasing
V023,2025-10,51.7,44.1,30.5,61.9,decreasing
V023,2025-11,47.8,46.1,22.9,50.0,decreasing
V376,2025-01,39.6,57.4,23.4,65.7,stable
V376,2025-01,39.2,64.9,20.5,60.7,stable
V376,2025-03,37.2,64.1,16.9,77.8,decreasing
V376,2025-04,40.2,65.3,21.2,50.0,decreasing
V376,2025-05,39.8,69.0,24.1,70.4,decreasing
V376,2025-05,39.7,59.0,16.3,55.9,decreasing
V376,2025-06,34.2,60.6,13.5,76.4,decreasing
V376,2025-07,33.4,57.7,14.4,64.0,decreasing
V376,2025-08,33.4,75.9,18.0,52.4,decreasing
V376,2025-09,32.7,59.7,15.8,66.9,decreasing
V376,2025-10,34.5,73.7,12.6,72.9,decreasing
V376,2025-11,32.8,61.9,19.1,68.8,decreasing
V099,2025-01,47.5,62.5,19.4,61.0,stable
V099,2025-01,46.8,55.5,23.4,62.5,stable
V099,2025-03,48.8,57.8,27.6,64.1,increasing
V099,2025-04,49.9,52.2,29.8,54.3,increasing
V099,2025-05,51.9,42.1,26.9,53.6,increasing
V099,2025-05,53.4,44.2,27.3,50.0,increasing
V099,2025-06,51.5,46.1,21.7,50.0,increasing
V099,2025-07,51.3,40.0,25.4,50.0,increasing
V099,2025-08,51.4,42.0,23.9,50.0,increasing
V099,2025-09,55.0,54.4,29.2,50.0,increasing
V099,2025-10,54.5,53.7,32.2,50.0,increasing
V099,2025-11,51.6,52.6,29.9,50.0,increasing
V271,2025-01,68.3,40.0,33.8,50.0,stable
V271,2025-01,72.8,40.0,35.5,50.0,stable
V271,2025-03,72.4,40.0,37.5,50.0,increasing
V271,2025-04,70.7,40.0,39.4,50.0,increasing
V271,2025-05,75.7,40.0,36.5,50.0,increasing
V271,2025-05,74.2,40.0,37.2,50.0,increasing
V271,2025-06,74.8,40.0,41.4,50.0,increasing
V271,2025-07,74.6,40.0,40.7,50.0,increasing
V271,2025-08,76.2,40.0,39.7,50.0,increasing
V271,2025-09,78.3,40.0,39.6,50.0,increasing
V271,2025-10,75.7,40.0,34.4,50.0,increasing
V271,2025-11,80.5,40.0,40.5,50.0,increasing
V043,2025-01,46.8,50.6,27.7,54.3,stable
V043,2025-01,43.3,47.2,22.1,54.2,stable
V043,2025-03,46.9,56.5,26.7,50.0,increasing
V043,2025-04,48.1,53.2,22.0,50.0,increasing
V043,2025-05,53.5,49.9,31.1,50.0,increasing
V043,2025-05,53.9,52.5,24.6,50.0,increasing
V043,2025-06,56.9,44.3,28.5,50.0,increasing
V043,2025-07,59.3,42.2,34.7,53.6,increasing
V043,2025-08,59.7,43.1,27.5,50.0,increasing
V043,2025-09,60.1,40.0,34.1,50.0,increasing
V043,2025-10,64.2,40.0,31.4,50.0,increasing
V043,2025-11,66.0,40.0,32.9,50.0,increasing
V243,2025-01,42.1,63.5,20.7,66.8,stable
V243,2025-01,45.0,58.4,21.5,50.0,stable
V243,2025-03,40.5,61.6,19.5,63.7,stable
V243,2025-04,45.4,52.1,23.2,61.2,stable
V243,2025-05,46.1,52.4,20.7,54.2,stable
V243,2025-05,41.6,57.3,17.3,53.6,stable
V243,2025-06,43.1,50.1,25.9,59.3,stable
V243,2025-07,42.4,60.2,18.9,59.0,stable
V243,2025-08,41.1,68.3,25.1,67.3,stable
V243,2025-09,42.8,55.2,23.4,50.0,stable
V243,2025-10,41.6,57.1,25.6,55.3,stable
V243,2025-11,42.4,67.4,21.5,60.7,stable
V445,2025-01,25.0,66.8,8.2,90.0,stable
V445,2025-01,20.4,87.5,15.1,72.1,stable
V445,2025-03,23.4,86.3,13.1,66.5,stable
V445,2025-04,24.1,70.0,11.1,67.9,stable
V445,2025-05,21.7,76.4,5.9,68.9,stable
V445,2025-05,20.1,88.3,8.2,80.3,stable
V445,2025-06,20.7,84.9,12.3,91.6,stable
V445,2025-07,20.2,89.0,12.6,79.7,stable
V445,2025-08,19.3,83.0,8.9,85.2,stable
V445,2025-09,22.7,81.3,9.1,86.0,stable
V445,2025-10,19.6,87.3,9.5,87.6,stable
V445,2025-11,22.2,86.4,6.8,78.2,stable
V488,2025-01,49.5,53.1,25.2,64.2,stable
V488,2025-01,50.7,56.6,25.0,50.9,stable
V488,2025-03,48.2,43.4,21.8,52.3,increasing
V488,2025-04,54.9,50.9,30.8,50.0,increasing
V488,2025-05,55.7,46.8,32.3,50.0,increasing
V488,2025-05,55.2,45.5,30.7,50.0,increasing
V488,2025-06,58.7,40.0,30.5,50.0,increasing
V488,2025-07,59.7,40.0,28.0,52.0,increasing
V488,2025-08,56.0,40.8,25.6,50.0,increasing
V488,2025-09,60.7,40.0,31.5,50.0,increasing
V488,2025-10,62.2,40.0,32.9,50.0,increasing
V488,2025-11,61.5,42.4,29.6,50.0,increasing
V249,2025-01,56.5,47.2,23.9,53.5,stable
V249,2025-01,58.6,46.8,32.4,50.0,stable
V249,2025-03,56.7,41.5,30.4,50.0,decreasing
V249,2025-04,57.3,40.0,27.4,50.0,decreasing
V249,2025-05,56.5,40.0,29.2,50.0,decreasing
V249,2025-05,54.8,40.0,27.7,50.0,decreasing
V249,2025-06,53.4,42.4,25.5,50.0,decreasing
V249,2025-07,57.0,48.8,30.9,50.0,decreasing
V249,2025-08,53.8,46.2,22.4,54.9,decreasing
V249,2025-09,52.1,40.0,29.0,50.0,decreasing
V249,2025-10,52.5,44.8,28.8,50.0,decreasing
V249,2025-11,54.7,46.7,30.2,50.0,decreasing
V245,2025-01,55.0,47.1,26.8,50.0,stable
V245,2025-01,55.9,40.0,27.0,50.0,stable
V245,2025-03,51.2,51.5,28.3,50.0,decreasing
V245,2025-04,51.4,40.8,27.0,51.7,decreasing
V245,2025-05,50.9,57.6,20.6,62.0,decreasing
V245,2025-05,50.6,56.5,21.5,50.0,decreasing
V245,2025-06,48.4,56.9,23.7,65.6,decreasing
V245,2025-07,49.4,53.8,22.8,50.0,decreasing
V245,2025-08,47.6,43.8,19.1,50.0,decreasing
V245,2025-09,46.6,63.1,19.2,65.7,decreasing
V245,2025-10,49.2,57.1,22.1,59.7,decreasing
V245,2025-11,47.2,62.7,18.6,65.0,decreasing
